Date,XLK_Volume,XLF_Volume,XLE_Volume,XLV_Volume,SPY_Volume
2022-04-01,28209600,68422500,49612600,20785700,89048800
2022-04-04,23048200,134312400,46007400,16769500,59601000
2022-04-05,23588200,56165700,54577200,15025100,74214500
2022-04-06,34225400,55835100,64328400,23197800,106898000
2022-04-07,23200200,53346900,54097400,18160200,78097200
2022-04-08,26354600,44672300,53426200,19102700,79272700
2022-04-11,21595400,54435500,52461000,16570700,89770500
2022-04-12,22172200,67215400,63929400,14085400,84363600
2022-04-13,14446800,57445600,49295800,15496400,74070400
2022-04-14,17407000,68544200,51869400,10993400,97869500
2022-04-18,14060600,52748400,60913200,10125000,66002500
2022-04-19,13562200,41519100,45727800,11733100,77821000
2022-04-20,15652600,54635800,52079400,13674800,65224400
2022-04-21,18509200,54998100,65157800,11409700,85417300
2022-04-22,22094800,73170900,71499200,17525300,132471800
2022-04-25,28707600,91392800,110724400,16501900,119647700
2022-04-26,25953200,81457500,89168600,20087700,103996300
2022-04-27,40048600,81603000,89132600,16726700,122030000
2022-04-28,27762400,62680000,87469600,15510700,105449100
2022-04-29,29589800,74631700,79416200,17430200,145491100
2022-05-02,37004400,104408800,104141200,23615100,158312500
2022-05-03,27469800,73896300,83298800,13585300,100028200
2022-05-04,28650400,87794900,90767400,19053500,144247900
2022-05-05,36442200,101093900,93194000,16119800,172929100
2022-05-06,34862200,99281900,94245600,21742300,151770800
2022-05-09,41124600,85922800,106044000,17289800,155586100
2022-05-10,36370400,107581200,113727800,21850200,132497200
2022-05-11,34781800,110212200,99705000,19987300,142361000
2022-05-12,36506600,114304100,90043600,17497100,125090800
2022-05-13,24495400,64036200,59437400,9841500,104174400
2022-05-16,17423400,55662200,56518800,8839800,78622400
2022-05-17,18602200,62859300,56329400,9058700,83029700
2022-05-18,23670200,74279300,66461400,10005000,117674500
2022-05-19,20874800,71525400,71441000,9672800,98510700
2022-05-20,20252600,77984600,63840000,12833700,131432200
2022-05-23,17219600,78189300,53289400,9196500,76414900
2022-05-24,17122000,77871200,53127600,9031300,91448800
2022-05-25,13656600,72192600,52648000,8532400,91472900
2022-05-26,15556600,50803200,42678200,9090100,82168300
2022-05-27,16281800,43862500,37334400,13696000,84768700
2022-05-31,19420800,64778900,78681200,11740800,95937000
2022-06-01,13304800,48642400,59297200,9259900,86585800
2022-06-02,13868400,45334700,52605400,9575400,79609600
2022-06-03,11263800,36699400,41050600,5852600,71874300
2022-06-06,12589600,32829600,33384600,7729000,57508900
2022-06-07,11016600,32031400,51378800,7219100,59272400
2022-06-08,8814200,38251800,56985400,5372000,64350000
2022-06-09,9765200,49715100,49176200,7772900,86289800
2022-06-10,20886400,74190900,62543600,11289000,132893900
2022-06-13,36332600,104065100,89462600,14886200,170004900
2022-06-14,18250400,75592200,69512800,9299500,104011800
2022-06-15,25069600,87858800,86446400,10301600,125666800
2022-06-16,32690800,100838500,115958200,9383300,134473300
2022-06-17,27684200,116937700,128468400,13724900,111113900
2022-06-21,17245000,58065800,70013400,7987200,76811900
2022-06-22,15163400,48035800,82425200,10188900,90059400
2022-06-23,16042200,69348900,113842200,11943300,79292100
2022-06-24,25492200,65489300,94797000,10448100,98050300
2022-06-27,13917200,47244800,67958800,8963600,66009600
2022-06-28,15260800,42459900,79568000,7518700,86548900
2022-06-29,13607200,64507500,71184000,9157700,65676000
2022-06-30,15720400,75294300,75533400,10697600,112508300
2022-07-01,13930600,77308400,69204000,9366600,74839700
2022-07-05,14341000,51536800,89865800,9987000,81438000
2022-07-06,16167000,48001700,96419000,9033300,70426200
2022-07-07,13082200,33120100,67587200,6805500,64525900
2022-07-08,12627000,29062200,43940600,6505800,72397800
2022-07-11,11416600,30564300,45508200,7027300,58366900
2022-07-12,16553400,38211000,64690200,9280400,62219200
2022-07-13,15162600,51441600,58978000,9296500,84224600
2022-07-14,13728800,57782300,73273600,7784800,89704800
2022-07-15,13529200,59650200,59920600,9684800,79060400
2022-07-18,9897600,38671600,51453600,7047700,63203600
2022-07-19,12330600,40568000,48776400,6585700,78506000
2022-07-20,12537200,38507700,41849400,7599500,71843800
2022-07-21,12957600,40561800,43159200,9507700,64903900
2022-07-22,10583600,25741200,40836400,8657100,72197300
2022-07-25,13951200,24699300,39112000,5489000,53631500
2022-07-26,10167800,26357800,37228800,7482400,52946400
2022-07-27,17076200,44817200,44810800,7680700,82342100
2022-07-28,12408000,40974600,46665400,11052600,73966600
2022-07-29,10177400,38724000,51667600,8309500,87003700
2022-08-01,12515800,35131300,51331000,7665400,69997500
2022-08-02,15921800,36806900,39864400,7935100,63435400
2022-08-03,14243200,27314900,57013200,6825700,67820600
2022-08-04,11679800,24505800,55991000,5493000,45656600
2022-08-05,7921000,34366100,45179600,8883400,56814900
2022-08-08,11102200,24369100,37756600,7075100,53886100
2022-08-09,8565600,26425400,34683000,5802500,44931800
2022-08-10,19273200,45366000,34788400,6736300,68665700
2022-08-11,11025800,46985200,60531600,8471400,59489700
2022-08-12,8093600,36370300,38381000,7515500,61694500
2022-08-15,7162600,25366000,42024400,7486100,54048300
2022-08-16,10990600,41300800,39357600,7138400,59289000
2022-08-17,12632800,33158000,45472400,7251800,63563400
2022-08-18,9976800,15966200,46866000,7053600,49023200
2022-08-19,10146200,33587400,39488400,5946500,68016900
2022-08-22,10744200,36810100,45696200,6420400,77695600
2022-08-23,14777200,23244000,54367000,7501900,49105200
2022-08-24,8983200,20682200,49093200,6719500,49177800
2022-08-25,7126600,26402600,39798600,5636600,50942300
2022-08-26,14321800,38230600,38635200,9044500,103087000
2022-08-29,13231600,34872100,52125000,6727700,65370800
2022-08-30,13268800,41870700,57641800,7910500,85652400
2022-08-31,14171400,39768200,58304600,8954500,76029700
2022-09-01,15988600,40604600,56604200,11212400,78740100
2022-09-02,16606600,43208800,57188200,9730300,99632100
2022-09-06,14990000,45877100,45568200,9663400,76637400
2022-09-07,11657000,35023000,60541400,9038300,70964200
2022-09-08,11210600,50760900,53681600,9394800,80821700
2022-09-09,11418600,41327100,38678800,8880400,76706900
2022-09-12,10181000,41969600,41731800,7982400,69256300
2022-09-13,20148800,60771600,61146000,11928500,122947100
2022-09-14,13229200,39233200,54384200,8080100,85023700
2022-09-15,14885200,47653000,55886400,8624200,87633800
2022-09-16,20762200,53893300,70403600,10810100,103084800
2022-09-19,15683000,36491400,37625800,9430100,73278500
2022-09-20,12109400,42193600,42299600,9010600,77274900
2022-09-21,16808800,49644600,68705800,11642400,106746600
2022-09-22,16033800,52299500,57748000,9505600,89472600
2022-09-23,19396200,56801000,105475600,16611100,122346900
2022-09-26,17193600,49969700,72159600,10450600,92581200
2022-09-27,18714800,60630400,67671200,13239900,108294100
2022-09-28,18933400,46088700,63147600,16360000,110802200
2022-09-29,31096600,41860000,48563000,10791700,112952300
2022-09-30,19513000,37984300,43369400,12389800,153711200
2022-10-03,17332200,47086100,69550600,9326800,89756500
2022-10-04,17779000,53441800,66330800,13717900,103602800
2022-10-05,14600400,41766800,61273600,9913400,88065700
2022-10-06,14348200,34717900,52670200,9399300,82333500
2022-10-07,15749000,36380700,56915400,10068700,107789500
2022-10-10,16706200,31011700,46331600,8377800,76042800
2022-10-11,21044800,50431900,53842200,10792900,92482800
2022-10-12,14111600,48265700,41102400,9292800,76991800
2022-10-13,38114600,83086100,70134800,14063600,147254500
2022-10-14,22484000,60886900,53494600,11442300,123737000
2022-10-17,14599600,47222200,37988400,8420400,93168200
2022-10-18,13998000,48150700,50375800,10016700,97162900
2022-10-19,10984000,35205700,62527600,7676200,79746900
2022-10-20,12429600,43124400,50523600,7196600,88283100
2022-10-21,17126000,54487300,50548400,8433100,131038400
2022-10-24,13385200,40117200,44992000,7411300,85436900
2022-10-25,10265000,33950300,37683600,7174200,78846300
2022-10-26,15169400,38012100,45413000,8277100,104087300
2022-10-27,11694800,41232200,50021200,6496800,81971800
2022-10-28,14935400,36421300,49328000,6267100,100302000
2022-10-31,13292200,40083800,59520800,7852800,96631300
2022-11-01,9413200,38946100,43510800,8033300,85407600
2022-11-02,18092400,58039800,56499200,10228700,126990400
2022-11-03,16010600,40828100,53634400,7916600,87100100
2022-11-04,17896200,41825600,60590600,8082200,103505200
2022-11-07,10427600,30060300,38775400,6054400,68286900
2022-11-08,12722000,34839600,43718600,8930700,84641100
2022-11-09,11962600,42126200,63028000,8963500,78495500
2022-11-10,27932200,67677700,58488200,12416800,141455800
2022-11-11,15977800,46076100,51082600,10487200,93839900
2022-11-14,14526600,38002700,46245200,10552600,71903500
2022-11-15,12716200,57802100,51542200,8184100,93194500
2022-11-16,10095800,32852400,47277200,6122200,68508500
2022-11-17,8149600,35706900,42859800,6498700,74496300
2022-11-18,11912400,39455400,47366200,6720700,92922500
2022-11-21,8363800,24630900,85153600,7995200,51243200
2022-11-22,9019200,29582300,53755000,5931100,60429000
2022-11-23,9480600,27916900,41197400,5340600,68261600
2022-11-25,3263000,11266500,15182600,3256000,30545400
2022-11-28,13030200,34196600,58262400,5026800,67881600
2022-11-29,11570200,31489600,38048400,5439600,52310000
2022-11-30,23334400,58607000,43830200,9377400,144566700
2022-12-01,15165800,58157600,38902000,15140200,76398200
2022-12-02,8934400,40483300,36770000,7779800,85342700
2022-12-05,11526200,53402000,51753800,6921500,77289800
2022-12-06,11799200,45102200,64930200,8171500,77972200
2022-12-07,10413800,37775900,48894200,7427000,65927900
2022-12-08,8965800,46600900,51280800,6765000,60737900
2022-12-09,10402800,40885600,48097800,6203000,81447700
2022-12-12,14806200,72570900,42184800,5669700,75405800
2022-12-13,18607600,55659000,54557400,9886500,123782500
2022-12-14,19541000,54685100,52675600,10882200,108111300
2022-12-15,19223800,70330100,40406600,8746700,117705900
2022-12-16,23999200,59619300,59101000,10843900,119858000
2022-12-19,14276600,37456800,36836600,6801600,79878100
2022-12-20,12622000,45446400,28593000,4815500,74427200
2022-12-21,14670600,31318100,34058200,5937500,78167400
2022-12-22,15323600,25605100,37359400,5483300,100120900
2022-12-23,8231600,17116200,29630000,3766900,59857300
2022-12-27,9530200,25601100,32749200,7050500,51638200
2022-12-28,10362600,24395100,31838000,5054200,70911500
2022-12-29,10954200,26624200,26915800,6297300,66970900
2022-12-30,8905800,24735700,22661800,6369500,84022200
2023-01-03,15196200,37396500,53082800,7239200,74850700
2023-01-04,11813000,44669300,45705200,8469800,85934100
2023-01-05,11341000,45585700,38723800,6714200,76970500
2023-01-06,13825400,41229700,44422400,7175700,104189600
2023-01-09,21427200,48726600,46003200,7719500,73978100
2023-01-10,17209000,34663700,31599000,7675200,65358100
2023-01-11,13758000,32014700,32903000,7307200,68881100
2023-01-12,15358600,56642400,36716000,7580500,90157700
2023-01-13,10153200,65920900,31808400,6334100,63903900
2023-01-17,10425800,65345200,33933200,6664100,62677300
2023-01-18,13936000,53693000,38075200,10629100,99632300
2023-01-19,14645000,61169500,34293800,9902300,86958900
2023-01-20,14127800,42330100,28560000,5962200,91806400
2023-01-23,23472600,44997300,29305000,7211000,84178800
2023-01-24,12575600,34333500,30755200,5754800,59524900
2023-01-25,14342200,38458700,26861200,5999000,84800300
2023-01-26,11161800,29944200,36663000,6861100,72287400
2023-01-27,13549400,30787400,34841000,5854600,68346200
2023-01-30,9705600,31595000,27525000,7055400,74202000
2023-01-31,8871600,30282100,27848200,6290600,86811800
2023-02-01,18852800,51418700,46967200,11843000,101459200
2023-02-02,18824000,42107300,49803000,11274600,101654500
2023-02-03,16145400,43155000,45454800,10046800,94736800
2023-02-06,12977400,32273600,31714400,7328300,60295300
2023-02-07,15708200,33000500,41014000,7551000,90990700
2023-02-08,12577000,34555500,26967200,5614100,76227500
2023-02-09,12624000,44329600,32150400,8085700,78694900
2023-02-10,9861600,28108900,40003200,6198600,70769700
2023-02-13,8411800,32209000,24744800,6300300,64913500
2023-02-14,12622000,33525300,27022600,6905900,88389300
2023-02-15,10491000,28510000,31939600,6491900,61555700
2023-02-16,13001200,34379100,25314200,8008000,76431500
2023-02-17,10606600,35889800,44680400,10798800,89257800
2023-02-21,12277800,36425200,33622600,9066200,82655900
2023-02-22,14338400,31065200,40270400,7318900,83742300
2023-02-23,13120000,42357600,35023400,9955500,96242400
2023-02-24,14347400,48732600,37496800,9008000,108194400
2023-02-27,9389000,31664600,30676400,6463900,80444700
2023-02-28,10485800,32531400,38007600,10282800,96438600
2023-03-01,15069400,32790300,37094000,11101000,99706800
2023-03-02,10969400,38401900,32798600,10203100,85127800
2023-03-03,14439600,33091600,50675200,10048000,90120000
2023-03-06,15999200,30111100,33898400,8153400,72795900
2023-03-07,14120000,53804400,37000400,9604400,108310600
2023-03-08,13247000,50860300,39399000,10793200,74746600
2023-03-09,15624600,107108500,37888200,13270300,111945300
2023-03-10,30556800,166569400,56624800,20483200,189253000
2023-03-13,34439400,165965900,83327000,21294200,157790000
2023-03-14,21202200,128115500,61066400,14582900,149752400
2023-03-15,23060000,132235000,115347000,17244600,172996900
2023-03-16,26086800,133892600,88790400,16011400,143254200
2023-03-17,23078600,136760600,67351600,15071400,140553400
2023-03-20,11981600,75384500,52288800,10592100,93055800
2023-03-21,13066400,115899200,59712400,8816300,91524200
2023-03-22,14224400,67874100,49209400,10480000,111746600
2023-03-23,17595800,82366300,49486200,10092300,119351300
2023-03-24,11872600,76619100,41298000,8163700,107682400
2023-03-27,10810600,61393300,40223800,9455400,74010400
2023-03-28,9968000,42980100,32596800,8037400,62871700
2023-03-29,14256600,52147200,36204600,8183100,77497900
2023-03-30,11202400,45061700,27460800,6820400,69840000
2023-03-31,15069800,49034400,32294600,9202500,112062600
2023-04-03,21142200,51213500,62452200,8937300,67391100
2023-04-04,15824800,45939300,49363000,9052600,66601500
2023-04-05,15737600,57965300,40552200,12325800,65200200
2023-04-06,15696000,36762300,33378600,8276300,63743300
2023-04-10,9517200,27900700,26977200,8024300,63681000
2023-04-11,12791600,53912600,25575200,8887500,59297900
2023-04-12,13235800,63645800,33334400,8988600,86420400
2023-04-13,13641800,58550300,31384600,9373500,85814800
2023-04-14,13003600,65276200,23560200,6632100,78161500
2023-04-17,8306000,69670600,23762000,7187000,66436400
2023-04-18,9212800,49507500,24493600,7194200,63560000
2023-04-19,8623200,39478900,34246200,7048100,55227300
2023-04-20,11416200,39291800,30396200,6672000,75840400
2023-04-21,12237600,41545000,33757600,6535900,73457400
2023-04-24,9079800,32774200,25251800,6299800,64332100
2023-04-25,11022600,58534300,30665200,7752000,97766700
2023-04-26,13603400,54294200,40070000,10128800,80447000
2023-04-27,12084800,46398800,34114600,10008900,92968400
2023-04-28,11792000,54598700,38228600,7917300,89433100
2023-05-01,8194400,31950600,27821400,6793900,62122300
2023-05-02,12058800,76096700,67648000,14365800,103998500
2023-05-03,11630200,65642400,59367600,8961500,91531800
2023-05-04,10861000,76076600,52861000,9625300,94901900
2023-05-05,12230000,55019400,39073400,7650300,87891800
2023-05-08,6795600,34323600,32711800,5305700,50046800
2023-05-09,12473200,29736200,41421200,6452700,49220100
2023-05-10,10551800,39706100,36052000,6556600,96142900
2023-05-11,8956800,36693200,38168200,8764800,70157100
2023-05-12,7908000,36253000,37913200,6626800,70481500
2023-05-15,6796600,33208500,32544600,5725600,54289400
2023-05-16,9398200,31241400,44511200,7106000,57705500
2023-05-17,11916600,46818800,46200600,15512700,87287000
2023-05-18,15491200,42232500,33154200,12196900,97177200
2023-05-19,9805000,40132900,36122200,9277000,103793300
2023-05-22,10794200,35286200,26943600,12856100,60745400
2023-05-23,11691000,42217200,42803800,8723100,86383500
2023-05-24,10925600,46610700,33474200,7952900,89213700
2023-05-25,18078000,41658900,38251000,13737000,90961600
2023-05-26,15160000,44183000,28785800,8794900,93830000
2023-05-30,18123600,57900500,40331600,12114500,72216000
2023-05-31,19301000,67667900,44797600,15099100,110811800
2023-06-01,17419400,48643400,51623600,9751900,88865000
2023-06-02,14270600,65752900,55278800,10293000,91426200
2023-06-05,10909000,53591100,37826200,7880200,65460200
2023-06-06,9975600,46236100,34750800,9413500,64022200
2023-06-07,13703800,48467100,60654200,7519600,85373300
2023-06-08,10665200,36261200,46155200,6583100,61952800
2023-06-09,14413600,34021700,38387000,10446100,85742800
2023-06-12,13787200,33655200,36387000,7321100,76104300
2023-06-13,16595800,46054400,40136400,8362700,95899700
2023-06-14,16769000,57195400,47605400,12401600,100612100
2023-06-15,17732600,52241800,46777000,10598600,110303100
2023-06-16,17366600,49861100,47461800,10535000,114165800
2023-06-20,14137800,50683100,42552000,8585100,76160400
2023-06-21,12058000,35967600,34473800,9444800,76982300
2023-06-22,15224200,38690000,33507400,8036400,70637200
2023-06-23,14729000,35529600,34905200,8096500,92074500
2023-06-26,10890200,25728300,32488600,7092800,72823600
2023-06-27,13833000,34348100,28388400,8578200,72813700
2023-06-28,11371600,36663200,32903200,10897800,75636000
2023-06-29,9128200,47471000,28435800,7843300,67882300
2023-06-30,11398400,44762300,35970600,8260900,104964000
2023-07-03,6182200,19128000,19539800,5240300,32793400
2023-07-05,9395600,39831600,32557400,7942100,58418400
2023-07-06,12116400,45808400,41967800,8213100,80658300
2023-07-07,11622200,33488700,48916000,8749700,86134200
2023-07-10,16877200,27254400,30925000,7476500,62443500
2023-07-11,9996000,33744600,39642000,7278300,64463800
2023-07-12,16104400,46546000,43077600,11900400,91924500
2023-07-13,9349200,40453700,53226400,7526200,72425200
2023-07-14,11543800,47552700,43988200,13298600,69815800
2023-07-17,11858800,38568900,32445800,7905000,52680200
2023-07-18,16406000,47160800,43209400,8130300,80668200
2023-07-19,20990000,45599800,37521000,12484000,65891700
2023-07-20,24356000,45591500,35449800,12650200,70591600
2023-07-21,14871400,30615700,31529000,11308900,71275600
2023-07-24,11308200,32299800,44539600,12034000,54023400
2023-07-25,10802200,36218600,33606600,7802900,55191200
2023-07-26,15501600,35638700,32788000,8205300,71052900
2023-07-27,13857000,44072800,35550600,8800800,92194400
2023-07-28,11287400,32422700,34627800,6897600,80011800
2023-07-31,10138400,28627000,36266400,9735900,62040400
2023-08-01,8845800,26480300,35766000,10555300,55291500
2023-08-02,15818600,48923800,45920000,13873000,93933400
2023-08-03,11321000,31861600,41630600,11863400,64276100
2023-08-04,14431800,36195700,43208200,12631200,100128900
2023-08-07,9536000,33119300,26821600,8165600,58357500
2023-08-08,11461800,37254800,37237200,12601200,71361300
2023-08-09,14301800,38304200,52085600,9833600,78789600
2023-08-10,12731400,38097500,39226600,9541700,93005500
2023-08-11,10772000,27518700,46689200,7674400,68690900
2023-08-14,10328000,23773800,30189400,8723300,47867400
2023-08-15,9366400,57472100,44982400,9118500,75707500
2023-08-16,9779400,33566500,37995400,9462400,80107200
2023-08-17,12614800,38205400,40464200,11163800,95711300
2023-08-18,13658600,40860000,35307200,9463000,98852000
2023-08-21,13132800,32308300,30488400,6872400,68719000
2023-08-22,11361800,43133000,25732800,6939400,64994200
2023-08-23,10113200,30240500,38798600,7276800,68441000
2023-08-24,13929000,35784900,33455000,10241700,88517300
2023-08-25,15686600,40347200,38036800,8509100,102325100
2023-08-28,8963800,34905300,25718200,6768400,61595400
2023-08-29,13713800,43394300,27019400,10737000,83081900
2023-08-30,12266600,33799900,27890200,7892700,69053900
2023-08-31,11963400,27999700,29617400,7540200,66084600
2023-09-01,9244600,41075700,35764200,10183900,58944100
2023-09-05,10060400,38612300,48737400,11042600,55166200
2023-09-06,18143200,35672800,40324200,12840000,70758500
2023-09-07,12513600,47632600,30729200,11055700,70355400
2023-09-08,8584800,39720800,34739000,8716900,61659700
2023-09-11,8272800,28965100,44095000,7179000,60180100
2023-09-12,12243000,48615200,53599400,6941700,67565400
2023-09-13,10008800,31994900,36315400,6430300,60199300
2023-09-14,9473200,65685500,37099800,6433300,83430800
2023-09-15,13116800,51800200,49612800,9611900,111848900
2023-09-18,9943800,32458700,33746600,6559400,55752200
2023-09-19,8236600,36112900,36264400,6252400,66514600
2023-09-20,10760400,31618000,35930400,6350700,82562600
2023-09-21,14741200,48103300,43446200,7979500,104095800
2023-09-22,12537800,41688300,42067400,7790300,100829700
2023-09-25,10577400,40141700,35073800,6826300,70874500
2023-09-26,14926000,46165400,33460000,8200700,96168400
2023-09-27,11665200,49360900,46289400,9888600,104705800
2023-09-28,12829400,63638100,48462800,9129000,92258300
2023-09-29,15883800,52860500,48369200,12692700,115111300
2023-10-02,13656200,49350600,50599800,16035100,83798600
2023-10-03,14838800,52921800,41466600,11971100,103760600
2023-10-04,15194200,40136000,59572400,10064300,87453000
2023-10-05,12023000,41407800,47037000,9609700,70142700
2023-10-06,16625600,54057800,51481000,10692400,113273300
2023-10-09,13139200,61396600,61489000,8047600,80374400
2023-10-10,20402800,44743400,41700600,8154900,78607300
2023-10-11,10389200,35746400,47145400,9591800,62451700
2023-10-12,15405800,41991200,39986400,10927700,81154200
2023-10-13,15183200,53213800,48511800,11383800,95143100
2023-10-16,14544200,45589300,38365200,10545000,75433200
2023-10-17,15317800,41925200,40424000,9149900,75324700
2023-10-18,12862800,46942100,47616800,10085700,93559800
2023-10-19,19991800,66656200,63297000,15492500,121323000
2023-10-20,15350400,59921300,46549600,12296800,123919900
2023-10-23,15159000,55913700,51888200,12344200,92035100
2023-10-24,11180400,35825000,44271600,9375900,78564200
2023-10-25,15529600,59240100,41412600,11427000,94223200
2023-10-26,20646400,56046100,44770400,14699100,115156800
2023-10-27,16231600,73057300,53809400,13566100,107367700
2023-10-30,14180800,48978100,45530600,15224500,86562700
2023-10-31,10893600,41050100,37205600,13917400,79665200
2023-11-01,20945800,51764100,46082600,13802600,98068100
2023-11-02,16192600,47417000,45323000,11894000,94938900
2023-11-03,15661800,58801300,47235000,11635600,100167800
2023-11-06,11099200,40599700,41035400,8425100,67831700
2023-11-07,13029800,27442000,47550200,8241900,64256100
2023-11-08,10722400,30165800,50742000,10021100,61746000
2023-11-09,14374600,34336600,38232200,13905500,83174400
2023-11-10,13346400,35146100,34565600,10401300,89462200
2023-11-13,11725000,28327300,28447400,11373800,52236100
2023-11-14,16508400,54296300,34724000,11216900,97176900
2023-11-15,13147800,35000200,33043600,9262700,77327600
2023-11-16,11553600,33222500,53166000,7665900,66665800
2023-11-17,13277800,31336100,48850800,6766100,83133200
2023-11-20,11116200,37285400,29093800,6910000,69936200
2023-11-21,13350800,27285700,26973800,8373000,49244600
2023-11-22,11213400,32719200,36547200,6737700,59394900
2023-11-24,4193800,13168500,19152600,3708800,29737400
2023-11-27,8420000,35017000,24501800,10530200,50506000
2023-11-28,11012400,39329300,28921800,6261300,62115000
2023-11-29,10765400,36651300,45268000,6979000,63146000
2023-11-30,13744000,37334500,58364600,7743100,79752700
2023-12-01,13992200,51267600,43048000,9370900,89183400
2023-12-04,18221800,41366600,37070200,6943900,72430900
2023-12-05,10841400,39510900,37747200,6581000,69793500
2023-12-06,14731400,35616100,62306600,6210400,69124700
2023-12-07,13928800,26050900,40908800,6396700,66995400
2023-12-08,12808800,33213100,34127200,6007600,83194400
2023-12-11,37795400,31165700,29344200,9016800,65002200
2023-12-12,15055400,37245700,45386600,6779000,68327600
2023-12-13,29395000,56989000,46445600,9074300,93278000
2023-12-14,15427400,66865700,60717400,10098700,119026000
2023-12-15,18131200,69246200,46366400,8296600,141553700
2023-12-18,10138000,43434000,42447200,5944300,70375300
2023-12-19,9003600,32509000,36862400,6358200,55761800
2023-12-20,13734800,52985700,39818200,7299000,102921000
2023-12-21,11336000,27522200,26062800,5606800,86667500
2023-12-22,10215000,30331400,25037800,5355100,67160400
2023-12-26,6207600,17837600,25983400,3688600,55387000
2023-12-27,11764600,32640800,20238200,5444100,68000300
2023-12-28,9615400,25308000,26198000,5800200,77158100
2023-12-29,12190600,30218300,24345400,5590000,122283100
2024-01-02,23545400,31351900,39301800,11785900,123623700
2024-01-03,18190000,46909000,37936000,9585000,103585900
2024-01-04,12127200,36904200,42049000,11649200,84232200
2024-01-05,16350600,44852300,34029200,9437700,86118900
2024-01-08,16434600,39098300,47218600,7999400,74879100
2024-01-09,10633800,36338100,33750400,9201300,65931400
2024-01-10,9785400,37095500,33159800,9773300,67310600
2024-01-11,13296600,49043500,38588600,7182300,77940700
2024-01-12,8834600,41333900,38769200,8026400,58026400
2024-01-16,11775600,44042100,36031200,7426900,85014900
2024-01-17,14109000,38715900,39284200,8337200,68843900
2024-01-18,18918800,42064900,35705600,8929300,91856200
2024-01-19,18333200,59417700,39940200,8842000,110834500
2024-01-22,14969000,51828800,30136800,7831400,75844900
2024-01-23,13263800,46255500,24709200,6407400,49945300
2024-01-24,17651200,43975500,33841000,9104900,81765000
2024-01-25,17071400,50693800,37609400,10050200,72525000
2024-01-26,10553000,38620200,36469600,5759100,76641600
2024-01-29,7639600,44175600,29680600,6229600,61322800
2024-01-30,12251600,43229300,35341200,5940300,58618400
2024-01-31,16295200,65780900,38580800,10223100,126011100
2024-02-01,14303400,63445600,51101400,8503600,91891600
2024-02-02,12872200,61778400,38075000,10629200,99228200
2024-02-05,10086200,37351300,31593600,9631700,75757100
2024-02-06,12677200,41055700,28056200,10159000,55918600
2024-02-07,11365800,39018700,26920400,7884600,70556500
2024-02-08,9948200,47331500,36201000,6672400,52343600
2024-02-09,11612200,50680400,38073400,7447800,63979400
2024-02-12,10753200,39952700,25893800,6645500,56502300
2024-02-13,19459400,62948300,41156800,11170000,113099200
2024-02-14,11791600,58722500,40894600,9701100,68387800
2024-02-15,10796400,58107900,43364400,9294800,61683000
2024-02-16,11090400,37900000,26960800,8424100,75532900
2024-02-20,17447600,39952200,28995600,9120400,71736700
2024-02-21,15954400,40242400,28745800,7213500,59293400
2024-02-22,18551600,55188200,35206800,9130000,76402500
2024-02-23,12324000,42190500,28952400,9194600,61321800
2024-02-26,18248800,38370000,23376400,7248300,50386700
2024-02-27,9984400,42599500,26317400,7374000,48854500
2024-02-28,8329000,40040800,26679600,8038800,56506600
2024-02-29,11986800,37629700,27335400,9435600,83924800
2024-03-01,13136800,40794900,32459600,8741400,76844800
2024-03-04,20443800,53413200,33198000,10657800,49799300
2024-03-05,18042800,50770200,32174200,9743400,72855600
2024-03-06,14303200,58459500,28008800,8085300,68382400
2024-03-07,12120800,35505100,24569200,6438300,58652100
2024-03-08,14912200,47266600,28252000,7802500,86532500
2024-03-11,15648400,36233100,24983800,7723800,62557200
2024-03-12,17382800,53199300,23780600,7143700,73114400
2024-03-13,12815400,43471400,42725200,7874200,55104100
2024-03-14,16023200,65563400,35946000,9605700,110171800
2024-03-15,19633400,67568000,37753400,10570500,107646300
2024-03-18,14176600,39140600,30496800,6407000,88893300
2024-03-19,13390200,36748300,28545800,5240200,60755300
2024-03-20,13357400,52255300,32659400,8268200,69594600
2024-03-21,12312000,49209200,23334200,8865300,60256100
2024-03-22,11507000,32033000,17948800,5537200,79070800
2024-03-25,8777800,31784000,35074400,5253000,48512100
2024-03-26,8538400,30135500,35373800,6942400,65463700
2024-03-27,12495000,36670300,33960000,8797400,82999800
2024-03-28,8854400,41490200,34615200,8090200,96294900
2024-04-01,11654800,37537700,42899000,7378300,62477500
2024-04-02,11418200,36359800,38671200,10776400,74230300
2024-04-03,10670000,39715900,29148800,8453400,59155800
2024-04-04,16464800,52657500,36941200,12685700,96858100
2024-04-05,12808800,47540300,31194600,9073100,74546500
2024-04-08,8125800,35165700,34034600,9128200,48401800
2024-04-09,9400800,51953600,35322800,10534400,68049200
2024-04-10,13836800,59492800,39199600,13052700,82652800
2024-04-11,10563600,56870800,39204600,8153900,70099000
2024-04-12,16186800,81234800,46572400,13799400,92561100
2024-04-15,17189000,71800600,48690800,10383600,92101400
2024-04-16,14914000,66751300,36497600,10170500,73484000
2024-04-17,13090400,41561900,27421000,8480100,75910300
2024-04-18,15280600,48893400,25555600,8105800,74548100
2024-04-19,21880000,55513600,35451400,9668400,102212600
2024-04-22,13293400,50701200,30244400,8531300,67961000
